Deal Description,Title,Description,Original Price,Sales Price,Rating,Deal URL,Normal Link,Image URL,Category,Date Found,Promo Start date,Promo End date,Finder,How Found,Deal Status,Website Status,Email Status,Socials Status,Social Affiliate Link (Short),Notes
50% OFF Max X 2-Piece Spinning Combo—Great for travel! (was $70 now $50,Max X 2-Piece Spinning Combo,50% OFF Max X 2-Piece Spinning Combo—Great for travel! (was $70 now $50,70,50,4,https://www.avantlink.com/click.php?tt=el&merchant_id=19cec81b-9bc1-42f3-abb8-be3dab846192&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.abugarcia.com%2Fproducts%2Fmax-x-2-piece-spinning-combo%3F_pos%3D1%26_sid%3De8fe0d8b4%26_ss%3Dr&ctc=honeyhole,https://www.abugarcia.com/products/max-x-2-piece-spinning-combo?_pos=1&_sid=e8fe0d8b4&_ss=r,https://www.abugarcia.com/cdn/shop/files/Abu_Garcia_2Piece_Max_X_Spinning_Combo_5_2020_alt3.jpg?v=1710347332&width=1920,fishing-gear,1/30/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,https://alnk.to/3U2qmOl,
66% OFF OPMOD HellRazr NOMADA Live Fire Cooking Barbecue–Cook anywhere with this rugged setup! (was $602 now $207),OPMOD HellRazr NOMADA Live Fire Cooking Barbecue,66% OFF OPMOD HellRazr NOMADA Live Fire Cooking Barbecue–Cook anywhere with this rugged setup! (was $602 now $207),602,206,5,https://www.avantlink.com/click.php?tt=el&merchant_id=358fd954-c6b8-44a1-9ca9-aaad445d2dfb&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.campsaver.com%2Fhellrazr-nomada-live-fire-cooking-barbecue.html&ctc=honeyhole,https://www.campsaver.com/hellrazr-nomada-live-fire-cooking-barbecue.html,https://www.campsaver.com/i/440-440-ffffff/opplanet-hellrazr-nomada-live-fire-portable-cooking-barbecue-nomada-u-cg-3-main.webp,camping-gear,1/30/2025,,,Jet gatewood,Manual,Active,Live,Sent,Posted,,
67% OFF Lowa Malta GTX Mid Hiking Shoes – Stylish & functional boots! (was $225 now $73.13),Lowa Malta GTX Mid Hiking Shoes,67% OFF Lowa Malta GTX Mid Hiking Shoes – Stylish & functional boots! (was $225 now $73.13),225,73,5,https://www.avantlink.com/click.php?tt=el&merchant_id=358fd954-c6b8-44a1-9ca9-aaad445d2dfb&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.campsaver.com%2Flowa-malta-gtx-mid-hiking-shoes-women-s.html&ctc=honeyhole,https://www.campsaver.com/lowa-malta-gtx-mid-hiking-shoes-women-s.html,https://www.campsaver.com/i/440-440-ffffff/opplanet-lowa-malta-gtx-mid-hiking-shoes-womens-denim-10-3205110653-m100-main.webp,hiking-gear,1/30/2025,,,Jet gatewood,Manual,Active,Live,Sent,Posted,https://alnk.to/3nicHYN,
50% OFF THAW Bluetooth Enabled Heated Insoles–Stay warm with battery-powered heated insoles! (was $200 now $100),,,,,3,https://www.avantlink.com/click.php?tt=el&merchant_id=358fd954-c6b8-44a1-9ca9-aaad445d2dfb&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.campsaver.com%2Fthaw-bluetooth-enabled-heated-insoles.html&ctc=honeyhole,https://www.campsaver.com/thaw-bluetooth-enabled-heated-insoles.html,,Manual,1/30/2025,,,Jet gatewood,Manual,Active,Ignore,Ignore,Ignore,,Sizing too limited for legit appeal
44% OFF 13 Fishing Fate V3 Frog Casting Rod – Premium casting rod for topwater fishing. (was $110 now $61),,,,,2,https://www.avantlink.com/click.php?tt=el&merchant_id=358fd954-c6b8-44a1-9ca9-aaad445d2dfb&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.campsaver.com%2F13-fishing-fate-v3-frog-casting-rod.html&ctc=honeyhole,https://www.campsaver.com/13-fishing-fate-v3-frog-casting-rod.html,,Manual,1/30/2025,,,Jet gatewood,Manual,Dead,Removed,Ignore,Ignore,,
71% OFF Creme Lures Scoundrel Rigged Worm—Classic soft bait for bass fishing! (was $6 now $2),Creme Lures Scoundrel Rigged Worm,71% OFF Creme Lures Scoundrel Rigged Worm—Classic soft bait for bass fishing! (was $6 now $2),6,2,4,https://www.avantlink.com/click.php?tt=el&merchant_id=358fd954-c6b8-44a1-9ca9-aaad445d2dfb&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.campsaver.com%2Fcreme-lures-scoundrel-rigged-worm-1-rig-and-spare-weedless.html&ctc=honeyhole,https://www.campsaver.com/creme-lures-scoundrel-rigged-worm-1-rig-and-spare-weedless.html,https://www.campsaver.com/i/440-440-ffffff/opplanet-creme-lures-scoundrel-rigged-worm-1-rig-and-spare-weedless-purple-white-6in-0170-3-1-main.webp,fishing-gear,1/30/2025,,,Jet gatewood,Manual,Active,Live,Sent,Posted,https://alnk.to/fShX46E,
"25% OFF Cordova American Flag Hard Cooler—USA-made durability, various sizes available! (from $180 to $439)",,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=e076837a-e03b-4f78-858e-c4d87af4c924&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fshop.cordovaoutdoors.com%2Famericana-collection%2F&ctc=honeyhole,https://shop.cordovaoutdoors.com/coolers/hard-coolers/,,Manual,1/31/2025,,,Jet gatewood,Manual,Dead,Removed,Ignore,Ignore,,
🔥 67% OFF Crazy Creek Canoe Pad – Ultimate Comfort on the Water! 🔥 (was $30 now $10),Crazy Creek Canoe Pad,🔥 67% OFF Crazy Creek Canoe Pad – Ultimate Comfort on the Water! 🔥 (was $30 now $10),30,10,4,https://www.avantlink.com/click.php?tt=el&merchant_id=e487d632-d06b-496a-9d4d-418aba68a3ea&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fcrazycreek.com%2Fcollections%2Fcamping-backpacking%2Fproducts%2Fcanoe-pad%3Fvariant%3D44499738362172&ctc=honeyhole,https://crazycreek.com/collections/camping-backpacking/products/canoe-pad?variant=44499738362172,https://crazycreek.com/cdn/shop/products/1019NB-050_Canoe_Pad_1500x.jpg?v=1677253237,outdoor-gear,1/31/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,,
51% OFF DoubleNest® Hammock – Ultimate relaxation for any adventure! (was $74.95 now as low as $36.95),,,,,4,,https://eaglesnestoutfittersinc.com/collections/sale/products/doublenest-hammock,,Manual,1/31/2025,,,Jet gatewood,Manual,Dead,Ignore,Ignore,Ignore,,
50% OFF ENO Drip Strips – Keep your hammock dry in any weather! (was $9.95 now $4.95),,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=0c764619-0925-431b-8f2b-57aa66ab9533&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Feaglesnestoutfittersinc.com%2Fcollections%2Fsale%2Fproducts%2Fdrip-strips&ctc=honeyhole,"
https://eaglesnestoutfittersinc.com/collections/sale/products/drip-strips",,Manual,1/31/2025,,,Jet gatewood,Manual,Active,Ignore,Ignore,Ignore,https://alnk.to/8tQfUFG,
50% OFF ENO reCollar™ – Eco-friendly and adventure-approved! (was $9.95 now $4.95),ENO reCollar™,50% OFF ENO reCollar™ – Eco-friendly and adventure-approved! (was $9.95 now $4.95),10,5,4,https://www.avantlink.com/click.php?tt=el&merchant_id=0c764619-0925-431b-8f2b-57aa66ab9533&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Feaglesnestoutfittersinc.com%2Fcollections%2Fsale%2Fproducts%2Frecollar&ctc=honeyhole,https://eaglesnestoutfittersinc.com/collections/sale/products/recollar,https://eaglesnestoutfittersinc.com/cdn/shop/products/eagles-nest-outfitters-inc-apparel-merch-medium-recollar-31589902844053.jpg?v=1628014631&width=600,outdoor-gear,1/31/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,,
40% OFF Altra Women's Olympus 5 Hike Mid GTX – Ultimate Comfort for All-Day Adventures! 🔥 (was $219.95 now $129.99),,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=169eddf5-26e6-48d4-abaa-d0b09ca64199&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fshop.gohunt.com%2Fproducts%2Faltra-womens-olympus-5-hike-mid-gtx%3Fvariant%3D42167466819778&ctc=honeyhole,https://shop.gohunt.com/products/altra-womens-olympus-5-hike-mid-gtx?variant=42167466819778,,Manual,1/31/2025,,,Jet gatewood,Manual,Dead,Removed,Sent,Posted,,only 1 small size left 
60% OFF Men's Yukon Flannel Shirt—Rugged comfort without obnoxious branding! (was $60 now $24),Men's Yukon Flannel Shirt,60% OFF Men's Yukon Flannel Shirt—Rugged comfort without obnoxious branding! (was $60 now $24),60,24,4,https://www.avantlink.com/click.php?tt=el&merchant_id=169eddf5-26e6-48d4-abaa-d0b09ca64199&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fshop.gohunt.com%2Fproducts%2Fgohunt-yukon-flannel%3Fvariant%3D42163732119746&ctc=honeyhole,https://shop.gohunt.com/products/gohunt-yukon-flannel?variant=42163732119746,https://shop.gohunt.com/cdn/shop/products/FlannelGray-Flat_GB.jpg?v=1682639122&width=1920,outdoor-gear,1/31/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,,
"
40% OFF Kenetrek Montana Medium Weight Socks—Durable warmth for any outdoor trek! (was $25.95 now $15.57)",,,,,3,https://www.avantlink.com/click.php?tt=el&merchant_id=169eddf5-26e6-48d4-abaa-d0b09ca64199&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fshop.gohunt.com%2Fproducts%2Fkenetrek-montana-medium-weight-socks%3Fvariant%3D40552729546&ctc=honeyhole,https://shop.gohunt.com/products/kenetrek-montana-medium-weight-socks?variant=40552729546,,Manual,1/31/2025,,,Jet gatewood,Manual,Active,Removed,Maybe Later,Posted,https://alnk.to/btp3PDW,Only XL left 
49% OFF Grabber Hand Warmers—Great buy on single serve hand warmers! (was $1.29 now $0.65),,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=169eddf5-26e6-48d4-abaa-d0b09ca64199&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fshop.gohunt.com%2Fproducts%2Fgrabber-hand-warmers%3Fvariant%3D42980509483202&ctc=honeyhole,https://shop.gohunt.com/products/grabber-hand-warmers?variant=42980509483202,,Manual,1/31/2025,,,Jet gatewood,Manual,Active,Removed,Maybe Later,Posted,https://alnk.to/74w7jfE,out of season 
50% OFF 27 oz Wide Water Bottle with Loop Cap—Lightweight and trendy! (was $20 now $10),,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=a7751112-ec13-4cb8-8473-e3d82841b56b&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.kleankanteen.com%2Fproducts%2F27-oz-wide-water-bottle-with-loop-cap-sale&ctc=honeyhole,https://www.kleankanteen.com/products/27-oz-wide-water-bottle-with-loop-cap-sale,,Manual,1/31/2025,,,Jet gatewood,Manual,Dead,Removed,Ignore,Ignore,,
50% OFF 32 oz TKPro Insulated Thermos—Ultimate heat and cold retention! (was $49.95 now $24.50),32 oz TKPro Insulated Thermos,50% OFF 32 oz TKPro Insulated Thermos—Ultimate heat and cold retention! (was $49.95 now $24.50),50,25,3,https://www.avantlink.com/click.php?tt=el&merchant_id=a7751112-ec13-4cb8-8473-e3d82841b56b&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.kleankanteen.com%2Fproducts%2F32oz-tkpro-insulated-thermos&ctc=honeyhole,https://www.kleankanteen.com/products/32oz-tkpro-insulated-thermos,https://www.kleankanteen.com/cdn/shop/products/TKPro_32oz_TF_600x.jpg?v=1645115192,outdoor-gear,1/31/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,https://alnk.to/4MCkXJF,
20% OFF 30 Quart Companion Series Roto-Molded Cooler—Top performer in our ice retention tests! (was $250 now $200),30 Quart Companion Series Roto-Molded Cooler,20% OFF 30 Quart Companion Series Roto-Molded Cooler—Top performer in our ice retention tests! (was $250 now $200),250,200,3,https://shareasale.com/r.cfm?b=1257720&u=2396132&m=83450&urllink=https%3A%2F%2Fbluecoolers%2Ecom%2Fcollections%2Fjust%2Dcoolers%2Fproducts%2F30%2Dquart%2Dcompanion%2D3%2D0%2Droto%2Dmolded%2Dcooler%2Dblue%2Dcoolers&afftrack=honeyhole,https://bluecoolers.com/collections/just-coolers/products/30-quart-companion-3-0-roto-molded-cooler-blue-coolers,https://bluecoolers.com/cdn/shop/products/30Q-Web-Image---Trademark-Blue.jpg?v=1672720727&width=1080,outdoor-gear,2/3/2025,,,Jet gatewood,Manual,Active,Live,Maybe Later,Posted,,
50% OFF Ulfhednar Double Bow Bag w/ Backpack Straps – Ultimate protection for your bows! (was $282 now $140),Ulfhednar Double Bow Bag w/ Backpack Straps,50% OFF Ulfhednar Double Bow Bag w/ Backpack Straps – Ultimate protection for your bows! (was $282 now $140),282,140,4,https://www.avantlink.com/click.php?tt=el&merchant_id=7bce014b-677f-43a4-83c8-3ae9d0f2357e&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.opticsplanet.com%2Fulfhednar-double-bow-bag-w-backpack-straps.html&ctc=honeyhole,https://www.opticsplanet.com/ulfhednar-double-bow-bag-w-backpack-straps.html,https://www.opticsplanet.com/i/365-240-ffffff/opplanet-ulfhednar-double-bow-bag-w-backpack-straps-black-uh038-main.webp,hunting-gear,2/3/2025,,2/27/2025,Jet gatewood,Affiliate Email,Active,Live,Maybe Later,Posted,https://alnk.to/6xLULTW,
47% OFF OMEGA II Mil-Dot Sight – Advanced bow sight tech at a huge discount! (was $479.99 now $252.01),,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=7bce014b-677f-43a4-83c8-3ae9d0f2357e&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.opticsplanet.com%2Fomega-ii-mil-dot-sight.html&ctc=honeyhole,https://www.opticsplanet.com/omega-ii-mil-dot-sight.html,,Affiliate Email,2/3/2025,,2/27/2025,Jet gatewood,Affiliate Email,Dead,Removed,Ignore,Ignore,,
30% OFF Men's Cold Weather Pants – Stay warm and ready for any adventure! (was $119.95 now $83.97),,,,,3,https://www.avantlink.com/click.php?tt=el&merchant_id=1858eb6c-556f-4fd7-9f0c-6ca55c6b1c50&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.simmsfishing.com%2Fproducts%2Fcoldweather-pant-1&ctc=honeyhole,https://www.simmsfishing.com/products/coldweather-pant-1,,Affiliate Email,2/3/2025,,,Jet gatewood,Affiliate Email,Active,Ignore,Ignore,Ignore,,Limited sizing left.
50% OFF Women's Rivershed Sweater—Warm and cozy for chilly outdoor adventures! (was $139.95 now $69.97),Women's Rivershed Sweater,50% OFF Women's Rivershed Sweater—Warm and cozy for chilly outdoor adventures! (was $139.95 now $69.97),140,70,4,https://www.avantlink.com/click.php?tt=el&merchant_id=1858eb6c-556f-4fd7-9f0c-6ca55c6b1c50&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.simmsfishing.com%2Fcollections%2Ffeatured-sale-dtc%2Fproducts%2Fws-rivershed-sweater-sale&ctc=honeyhole,https://www.simmsfishing.com/collections/featured-sale-dtc/products/ws-rivershed-sweater-sale,https://www.simmsfishing.com/cdn/shop/files/13832-1230-rivershed-sweater-mannequin-f23-front_26e2eb51-6403-4e0b-9faf-794e2ab98b91.jpg?v=1711485437&width=550,fishing-gear,2/3/2025,,,Jet gatewood,Affiliate Email,Active,Live,Maybe Later,Posted,https://alnk.to/dWdJYbm,
50% OFF Men's ColdWeather Shirt—Durable and insulated for cold-weather hikes! (was $129.95 now $64.97),,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=1858eb6c-556f-4fd7-9f0c-6ca55c6b1c50&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.simmsfishing.com%2Fproducts%2Fms-coldweather-shirt-sale%3Fvariant%3D41124097523902&ctc=honeyhole,https://www.simmsfishing.com/products/ms-coldweather-shirt-sale,,Affiliate Email,2/3/2025,,,Jet gatewood,Affiliate Email,Active,Removed,Ignore,Posted,https://alnk.to/aLJYDfg,only XL left 
"40% OFF Mammut Rime Light IN Flex Hooded Jacket men—Lightweight, breathable, and flexible for outdoor adventures! (was $275 now $165)",,,,,5,https://www.avantlink.com/click.php?tt=el&merchant_id=75fdeec5-9c21-4854-b6f3-325fb4a5a47d&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.mammut.com%2Fus%2Fen%2Fproducts%2F1013-03150-40288%2Frime-light-in-flex-hooded-jacket-men&ctc=honeyhole,https://www.mammut.com/us/en/products/1013-03150-40288/rime-light-in-flex-hooded-jacket-men,,Affiliate Email,2/4/2025,2/2/2025,2/28/2025,Jet gatewood,Affiliate Email,Active,Removed,Sent,Posted,,out of stokc for good sizing 
"40% OFF Mammut Rime Light IN Flex Hooded Jacket women—Warm, packable, and perfect for hiking, climbing, and skiing! (was $275 now $165)",,,,,5,https://www.avantlink.com/click.php?tt=el&merchant_id=75fdeec5-9c21-4854-b6f3-325fb4a5a47d&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.mammut.com%2Fus%2Fen%2Fproducts%2F1013-03170-3771%2Frime-light-in-flex-hooded-jacket-women&ctc=honeyhole,https://www.mammut.com/us/en/products/1013-03170-3771/rime-light-in-flex-hooded-jacket-women,,Affiliate Email,2/4/2025,2/2/2025,2/28/2025,Jet gatewood,Affiliate Email,Active,Removed,Sent,Ignore,https://alnk.to/58rQVpB,out of stock 
"40% OFF Mammut Stoney HS Pants Women—Durable, weather-resistant ski pants built for performance! (was $375 now $225)",,,,,5,https://www.avantlink.com/click.php?tt=el&merchant_id=75fdeec5-9c21-4854-b6f3-325fb4a5a47d&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.mammut.com%2Fus%2Fen%2Fproducts%2F1020-13780-3770%2Fstoney-hs-pants-women&ctc=honeyhole,https://www.mammut.com/us/en/products/1020-13780-3770/stoney-hs-pants-women,,Affiliate Email,2/4/2025,2/2/2025,2/28/2025,Jet gatewood,Affiliate Email,Active,Removed,Maybe Later,Ignore,https://alnk.to/4fS41lc,going out of season
40% OFF Mammut Crag IN Hooded Jacket Women—Eco-friendly insulation with great comfort and versatility! (was $199 now $119),,,,,5,https://www.avantlink.com/click.php?tt=el&merchant_id=75fdeec5-9c21-4854-b6f3-325fb4a5a47d&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.mammut.com%2Fus%2Fen%2Fproducts%2F1013-03420-2280%2Fcrag-in-hooded-jacket-women&ctc=honeyhole,https://www.mammut.com/us/en/products/1013-03420-2280/crag-in-hooded-jacket-women,,Affiliate Email,2/4/2025,2/2/2025,2/28/2025,Jet gatewood,Affiliate Email,Dead,Removed,Ignore,Ignore,,
40% OFF Mammut Stoney HS Pants Men—All-mountain hardshell ski pants for ultimate performance! (was $350 now $210),,,,,5,https://www.avantlink.com/click.php?tt=el&merchant_id=75fdeec5-9c21-4854-b6f3-325fb4a5a47d&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.mammut.com%2Fus%2Fen%2Fproducts%2F1020-13770-5118%2Fstoney-hs-pants-men&ctc=honeyhole,https://www.mammut.com/us/en/products/1020-13770-5118/stoney-hs-pants-men,,Affiliate Email,2/4/2025,2/2/2025,2/28/2025,Jet gatewood,Affiliate Email,Dead,Removed,Ignore,Ignore,,
Mammut Winter Sale—Up to 50% OFF Premium Outdoor Gear & Apparel! ❄🔥,,,,,3,https://www.avantlink.com/click.php?tt=el&merchant_id=75fdeec5-9c21-4854-b6f3-325fb4a5a47d&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.mammut.com%2Fus%2Fen%2Fsale%2F5810%2Fproducts%2Fsort%2Frating&ctc=honeyhole,https://www.mammut.com/us/en/sale/5810/products/sort/rating,,Affiliate Email,2/4/2025,2/2/2025,2/28/2025,Jet gatewood,Affiliate Email,Dead,Removed,Ignore,Posted,https://alnk.to/eDSDVJM,
Up to $315 OFF Lectric XP Series E-Bikes—Adventure-Ready Rides at a Steal! 🚴‍♂️⚡ Get top-rated electric bikes starting at just $999!,Lectric XP Series E-Bikes,Up to $315 OFF Lectric XP Series E-Bikes—Adventure-Ready Rides at a Steal! 🚴‍♂️⚡ Get top-rated electric bikes starting at just $999!,1782,1139,3,https://lectricebikes.sjv.io/K0ZK5x,https://lectricebikes.com/pages/promos,https://lectricebikes.com/cdn/shop/files/3-BXP-side_c844e992-faa1-4413-a931-fa744e53298d.webp?v=1740817492&width=1920,outdoor-gear,2/7/2025,2/4/2025,2/15/2025,Jet gatewood,Affiliate Email,Active,Live,Maybe Later,Posted,,
"Buy 2, Get 1 FREE on Berkley Fishing Line—Stock Up & Save! 🎣🧵 Perfect for anglers looking to reload their spools with top-tier fishing line!",,,,,4,https://www.avantlink.com/click.php?tt=el&merchant_id=264d18ce-a020-492c-8b2c-ef11fceeab5d&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.berkley-fishing.com%2Fcollections%2Fspool-save-buy-2-get-1-free-fishing-line%3Fsrsltid%3DAfmBOorcmV3muR3gHYiTiVe59MGqIqeu008xyvusGF3hOXksm_kzwOiy&ctc=honeyhole,https://www.berkley-fishing.com/collections/spool-save-buy-2-get-1-free-fishing-line?srsltid=AfmBOorcmV3muR3gHYiTiVe59MGqIqeu008xyvusGF3hOXksm_kzwOiy,,Affiliate Email,2/7/2025,2/6/2025,2/17/2025,Jet gatewood,Affiliate Email,Dead,Removed,Ignore,Posted,,
50% OFF Barnett Hyper XP405 Crossbow Package—Precision & Power for Half the Price! (was $599.99 now $299.99),,,,,5,,https://www.academy.com/p/barnett-hyper-xp405-crossbow-package#repChildCatSku=149597950,,Affiliate Email,2/7/2025,,,Jet gatewood,Affiliate Email,Dead,Ignore,Ignore,Ignore,,Out of stock
35% OFF Pelican Solo Kids 6 ft Sit-On-Top Kayak—Perfect for Young Adventurers! (was $154.99 now $99.99),,,,,3,,https://www.academy.com/p/pelican-youth-solo-sit-on-top-kayak-with-paddle?sku=6-orange,,Affiliate Email,2/7/2025,,,Jet gatewood,Affiliate Email,Dead,Ignore,Ignore,Ignore,,Out of stock
"33% OFF Vortex Fury HD 5000 Gen II 10x42 Laser Rangefinding Binoculars—Top-Tier Optics & Precision! (was $1,499.99 now $999.99)",Vortex Fury HD 5000 Gen II 10x42 Laser Rangefinding Binoculars,"33% OFF Vortex Fury HD 5000 Gen II 10x42 Laser Rangefinding Binoculars—Top-Tier Optics & Precision! (was $1,499.99 now $999.99)",1599,999,5,https://www.avantlink.com/click.php?tt=el&merchant_id=ff9af6fd-7a8c-4a4a-91a6-ea4f01435e58&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.eurooptic.com%2FVortex-Fury-10x42-Bino-LRF-Gen-II-Rangefinder-LRF301.aspx&ctc=honeyhole,https://www.eurooptic.com/Vortex-Fury-10x42-Bino-LRF-Gen-II-Rangefinder-LRF301.aspx,https://images.eurooptic.com/images/products/vortex-optics/5/vortex-fury-5000-42mm-rangefinder.jpg?w=1100,hunting-gear,2/13/2025,,,Jet gatewood,Affiliate Email,Active,Live,Maybe Later,Posted,https://alnk.to/2FD5OBV,
31% OFF Vortex Crossfire HD 1400 Laser Rangefinder—Reliable & Accurate Targeting! (was $289.99 now $199.99),Vortex Crossfire HD 1400 Laser Rangefinder,31% OFF Vortex Crossfire HD 1400 Laser Rangefinder—Reliable & Accurate Targeting! (was $289.99 now $199.99),290,200,4,https://www.avantlink.com/click.php?tt=el&merchant_id=ff9af6fd-7a8c-4a4a-91a6-ea4f01435e58&website_id=c3571a18-8c5f-4fa4-bbfc-646887262f95&url=https%3A%2F%2Fwww.eurooptic.com%2FVortex-Crossfire-HD-1400-Laser-Rangefinder-LRF-CF1400.aspx&ctc=honeyhole,https://www.eurooptic.com/Vortex-Crossfire-HD-1400-Laser-Rangefinder-LRF-CF1400.aspx,https://images.eurooptic.com/images/products/vortex-optics/vortex-crossfire-1400-hd-laser-rangefinder-lrf-cf1400.jpg?w=1100,hunting-gear,2/13/2025,,,Jet gatewood,Affiliate Email,Active,Live,Maybe Later,Posted,https://alnk.to/dLiPC1g,
